time,resistance
3.0994415283203125e-06,7.431314587599999
0.07362794876098633,7.4315516248420606
0.24567103385925293,7.431948295716147
0.4183814525604248,7.431669211513491
0.5900354385375977,7.432040862181161
0.7625389099121094,7.432429882747859
0.9343833923339844,7.432630068704059
1.106846570968628,7.433083011561058
1.279015064239502,7.433489781071211
1.4512276649475098,7.433275857893103
1.6240086555480957,7.433683145360854
1.7956864833831787,7.4339866651070485
1.9675014019012451,7.434409430514563
2.139692783355713,7.434847804787948
2.3110883235931396,7.43469857799917
2.482973575592041,7.43516567277439
2.6544477939605713,7.435708949176869
2.825812578201294,7.435984978906849
2.997561454772949,7.436419028089913
3.1690785884857178,7.436861886137547
3.341761589050293,7.436827333884522
3.5135676860809326,7.437332037962841
3.6856274604797363,7.437728561235632
3.872249126434326,7.438241652638028
4.04582667350769,7.438740748922078
4.218572378158569,7.438774404351108
4.390457630157471,7.439277057127243
4.563000202178955,7.439734386961387
4.73579478263855,7.440217536757433
4.907481908798218,7.44078732494496
5.081140995025635,7.441301965827895
5.253339052200317,7.4414423654669255
5.426180362701416,7.442023052745677
5.597831964492798,7.442435651862897
5.770396947860718,7.442996433637027
5.943627119064331,7.443605126536363
6.116487264633179,7.443844625628199
6.289275646209717,7.44443721246505
6.462024688720703,7.444897845603378
6.633511781692505,7.445467842159167
6.805750846862793,7.446037842194517
6.9772772789001465,7.44052461504885
7.1867876052856445,7.4432018548184375
7.359496355056763,7.443432542120184
7.531062364578247,7.442961043557264
7.703325986862183,7.44370915940888
7.874824523925781,7.443638773232422
8.050547122955322,7.446436274740704
8.22332239151001,7.446021421030913
8.395443201065063,7.447335439206258
8.567043542861938,7.446803056272407
8.73969578742981,7.446278805346044
8.911112546920776,7.4463823036758745
9.082624435424805,7.450086205420868
9.255101442337036,7.449697210443131
9.426374197006226,7.449757695343348
9.59857439994812,7.449668938643449
9.771565437316895,7.450170789917508
9.94504427909851,7.453449190777348
10.118847370147705,7.4531740461089
10.290396213531494,7.453267529559543
10.462194204330444,7.453595449229709
10.63417911529541,7.453788432025571
10.806141376495361,7.453854050091772
10.978684425354004,7.456365534050131
11.15013599395752,7.457196456204757
11.321558475494385,7.457040978860214
11.49403190612793,7.457178367725153
11.666364669799805,7.457631209945756
11.838462352752686,7.460384610692536
12.010699987411499,7.460798126625925
12.182922124862671,7.461039593633789
12.355032205581665,7.46124840244122
12.52674150466919,7.461280840898371
12.6989426612854,7.462291245286461
12.871281147003174,7.465303200305086
13.043462753295898,7.46521561513019
13.215040683746338,7.465397819844589
13.387718200683594,7.466587016822558
13.560020685195923,7.467044361193636
13.731565952301025,7.469220501901758
13.904219150543213,7.469915800067023
14.07581901550293,7.470899178289765
14.247770547866821,7.470858595908612
