time,resistance,current
2.384185791015625e-06,10.3998231888,0.05
0.07588839530944824,10.4000887730883,0.05135908440629471
0.24740886688232422,10.400728469329172,0.052718168812589415
0.4201521873474121,10.40035393982619,0.054077253218884125
0.5924220085144043,10.400917062531871,0.05543633762517883
0.7645130157470703,10.40149941103753,0.05679542203147354
0.9377796649932861,10.401821879914392,0.05815450643776824
1.1109099388122559,10.402435087174037,0.05951359084406295
1.2830250263214111,10.403029725332784,0.06087267525035765
1.4558100700378418,10.402809175922068,0.06223175965665236
1.6273555755615234,10.403338532590325,0.06359084406294707
1.7989554405212402,10.40376038935903,0.06494992846924177
1.9716572761535645,10.404332147048544,0.06630901287553648
2.1451785564422607,10.404962855650528,0.0676680972818312
2.31712007522583,10.404752725165181,0.0690271816881259
2.489405870437622,10.405437332156707,0.0703862660944206
2.660903215408325,10.40622560360279,0.07174535050071532
2.833582639694214,10.40668615273092,0.07310443490701002
3.005471706390381,10.407303588880115,0.07446351931330472
3.1778695583343506,10.407945270758491,0.07582260371959942
3.3541924953460693,10.407885533932715,0.07718168812589414
3.5266635417938232,10.408628504831146,0.07854077253218884
3.6981360912323,10.409152987975112,0.07989985693848355
3.869767189025879,10.409917390639965,0.08125894134477826
4.042162656784058,10.410578727715844,0.08261802575107297
4.2148754596710205,10.410608254221975,0.08397711015736767
4.387176036834717,10.411332514917687,0.08533619456366237
4.560016393661499,10.411963940883169,0.08669527896995707
4.734030723571777,10.41265304255532,0.08805436337625179
4.908700227737427,10.41346718498592,0.08941344778254649
5.080096244812012,10.414211640073757,0.09077253218884121
5.252921104431152,10.414376459672981,0.09213161659513591
5.425872802734375,10.415185509359908,0.09349070100143062
5.597445249557495,10.415785992274209,0.09484978540772532
5.769033908843994,10.41651014441041,0.09620886981402002
5.940572261810303,10.41732652818475,0.09756795422031474
6.112192630767822,10.417584244989154,0.09892703862660944
6.284636735916138,10.418380587483593,0.10028612303290416
6.456740856170654,10.419006687880366,0.10164520743919886
6.628378391265869,10.419895181745833,0.10300429184549356
6.800133228302002,10.42066458521042,0.10436337625178826
6.972186803817749,10.411277368579162,0.10572246065808297
7.182004451751709,10.414459986821644,0.10708154506437768
7.354329824447632,10.414656268713719,0.1084406294706724
7.527329444885254,10.414267928614983,0.1097997138769671
7.699435234069824,10.415401200629343,0.1111587982832618
7.8716981410980225,10.415146737459631,0.11251788268955651
8.043235063552856,10.418995621839198,0.11387696709585121
8.214858055114746,10.41838925188827,0.11523605150214591
8.38650131225586,10.419840837563191,0.11659513590844063
8.558293342590332,10.419376149667679,0.11795422031473533
8.730412721633911,10.418321571985613,0.11931330472103004
8.90263843536377,10.418305296611736,0.12067238912732475
9.076115369796753,10.423753036543962,0.12203147353361946
9.247735023498535,10.423343985739132,0.12339055793991416
9.419681549072266,10.423686340448395,0.12474964234620887
9.592271327972412,10.423831312482134,0.12610872675250356
9.765077829360962,10.424242533235688,0.1274678111587983
9.937959909439087,10.428658298461967,0.12882689556509297
10.109447240829468,10.428774295038462,0.1301859799713877
10.281639099121094,10.428346879373573,0.1315450643776824
10.454576969146729,10.429378585110873,0.1329041487839771
10.629918575286865,10.429372783802876,0.13426323319027184
10.802111148834229,10.42910604143671,0.1356223175965665
10.97526478767395,10.433074050958746,0.13698140200286124
11.146834135055542,10.433863665412616,0.13834048640915594
11.318893432617188,10.433704377127496,0.13969957081545065
11.490742206573486,10.433521959970589,0.14105865522174535
11.663046598434448,10.434088826862883,0.14241773962804005
11.835932493209839,10.43778322326567,0.14377682403433478
12.008352041244507,10.438743927521934,0.14513590844062946
12.179919958114624,10.43917577577539,0.1464949928469242
12.352106094360352,10.439225578856316,0.14785407725321886
12.525062561035156,10.438971684376797,0.1492131616595136
12.697120666503906,10.440279662913063,0.1505722460658083
12.869816064834595,10.44420999980226,0.151931330472103
13.041490077972412,10.444428039874941,0.15329041487839773
13.21290636062622,10.444299996255321,0.1546494992846924
13.384407043457031,10.446076078275103,0.15600858369098713
13.555806159973145,10.446613236867273,0.1573676680972818
13.727445840835571,10.449738274980623,0.15872675250357654
13.899486541748047,10.45056882853351,0.16008583690987127
